DiaChi,TinhTrangBDS,DienTich,Gia/m2,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Gia
"đường nguyễn xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Chưa bàn giao, 77 m², 649.350 đ/m², 2 phòng,10,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,50 triệu- 77 m2đ
"Đường Xa lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 34,15 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"2,22 tỷ- 65 m2đ"
"Đường Xa lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 34,15 triệu/m²", 2 phòng, A,, 2 phòng, Chung cư, Đã có sổ,,,,,,"2,22 tỷ- 65 m2đ"
"Đường 66, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 112 m²," 41,96 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,, Đông Bắc, Tây Nam,,"4,7 tỷ- 112 m2đ"
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 98 m²," 40,82 triệu/m²", 3 phòng,,, 2 phòng, Duplex,,,,,,,4 tỷ- 98 m2đ
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 60 m²," 32,5 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Bắc, Đông Nam, Căn góc,"1,95 tỷ- 60 m2đ"
"36, 36 Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 78 m²," 32,05 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,,,,"2,5 tỷ- 78 m2đ"
"290, 290 Đường An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh", Đã bàn giao, 73 m²," 71,23 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"5,2 tỷ- 73 m2đ"
"Đường Xa lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 90.2 m²," 32,22 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,,,,"2,9 tỷ- 90.2 m2đ"
"312, 312 Đường Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 110 m²," 40,91 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"4,5 tỷ- 110 m2đ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 48 m²," 31,25 triệu/m²", 1 phòng, B,, 1 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,,"1,5 tỷ- 48 m2đ"
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh", Chưa bàn giao, 36 m²," 7,92 triệu/m²", 1 phòng,,, 1 phòng," Căn hộ dịch vụ, mini",,,,,,,285 triệu- 36 m2đ
"16, 16 Đường Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 73 m²," 35,62 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,6 tỷ- 73 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 11,01 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc,760 triệu- 69 m2đ
"Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 40 m²," 24,5 triệu/m²", 1 phòng,,, 1 phòng, Duplex, Đang chờ sổ,,,,,,980 triệu- 40 m2đ
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 50 m², 60 triệu/m², 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,3 tỷ- 50 m2đ
"90A, 90A Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh", Đã bàn giao, 89 m²," 64,04 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc,"5,7 tỷ- 89 m2đ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 61 m²," 17,87 triệu/m²", 2 phòng, B,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,,"1,09 tỷ- 61 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 85 m²," 57,65 triệu/m²", 3 phòng,1,15, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc,"4,9 tỷ- 85 m2đ"
"Hạu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Đã bàn giao, 97 m²," 36,6 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc,"3,55 tỷ- 97 m2đ"
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Chưa bàn giao, 50 m², 98 triệu/m², 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"4,9 tỷ- 50 m2đ"
"Lộ Tẻ, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 18,5 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,, Đông Nam, Tây Bắc, Căn góc,"1,295 tỷ- 70 m2đ"
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 35,71 triệu/m²", 2 phòng,,6, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Nam,, Căn góc,"2,5 tỷ- 70 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 80 m²," 48,75 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc,"3,9 tỷ- 80 m2đ"
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 53.2 m²," 30,19 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,,"1,6 tỷ- 53.2 m2đ"
"Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 66 m²," 43,94 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"2,9 tỷ- 66 m2đ"
"đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 66 m²," 28,61 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Bắc, Nam,,"1,888 tỷ- 66 m2đ"
"107, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 65 m²," 53,85 triệu/m²", 2 phòng, HR2,10, 2 phòng, Chung cư, Giấy tờ khác, HR2D1001, Nội thất cao cấp, Bắc, Nam,,"3,5 tỷ- 65 m2đ"
"86, 86 Đường Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 53,68 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,, Đông Nam,,"3,65 tỷ- 68 m2đ"
"Đường Mai Chí Thọ, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 33,33 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,, Căn góc,"2,3 tỷ- 69 m2đ"
"Đường Mã Lò, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 48 m²," 16,65 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,799 triệu- 48 m2đ
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 66 m²," 35,91 triệu/m²", 2 phòng,,17, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Nam,,,"2,37 tỷ- 66 m2đ"
"79, Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh", Đã bàn giao, 35 m²," 8,29 triệu/m²", 1 phòng,,, 1 phòng," Căn hộ dịch vụ, mini", Đã có sổ,,,,,,290 triệu- 35 m2đ
"Đường Lương Định Của, Tp Hồ Chí Minh", Đã bàn giao, 76 m²," 18,42 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,,,"1,4 tỷ- 76 m2đ"
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Chưa bàn giao, 2781 m², 16.181 đ/m², 2 phòng,,, 2 phòng, Chung cư,,,,,,,45 triệu- 2.781 m2đ
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 45 m²," 17,78 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông,, Căn góc,800 triệu- 45 m2đ
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 40 m²," 24,25 triệu/m²", 1 phòng,1,, 1 phòng," Căn hộ dịch vụ, mini", Đang chờ sổ,, Nội thất đầy đủ, Đông, Tây,,970 triệu- 40 m2đ
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh", Chưa bàn giao, 52 m²," 34,04 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Nam,,,"1,77 tỷ- 52 m2đ"
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 135 m²," 44,44 triệu/m²", 3 phòng, I,12, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc,6 tỷ- 135 m2đ
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 80 m²," 24,38 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông,,,"1,95 tỷ- 80 m2đ"
"đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 50 m², 33 triệu/m², 2 phòng,,3, 1 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,,"1,65 tỷ- 50 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 85 m²," 57,65 triệu/m²", 3 phòng,1,15, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc,"4,9 tỷ- 85 m2đ"
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh", Đã bàn giao, 56 m²," 48,04 triệu/m²", 2 phòng, b3,5, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,,"2,69 tỷ- 56 m2đ"
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 57,14 triệu/m²", 1 phòng, A,7, 1 phòng, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,,4 tỷ- 70 m2đ
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh", Đã bàn giao, 160 m²," 77,5 triệu/m²", 2 phòng, B,, 2 phòng, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,,"12,4 tỷ- 160 m2đ"
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 64 m²," 26,88 triệu/m²", 2 phòng, A7A8,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc,"1,72 tỷ- 64 m2đ"
"Đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 49 m²," 39,8 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"1,95 tỷ- 49 m2đ"
"205, 205 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 78 m²," 44,87 triệu/m²", 2 phòng,,7, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"3,5 tỷ- 78 m2đ"
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 64 m²," 27,34 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Bắc, Nam,,"1,75 tỷ- 64 m2đ"
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 66 m²," 35,91 triệu/m²", 2 phòng, B,12, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Nam, Đông Nam,,"2,37 tỷ- 66 m2đ"
"Đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 35,85 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"1,9 tỷ- 53 m2đ"
"Đường Cống Quỳnh, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh", Đã bàn giao, 20 m², 95 triệu/m², 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,,"1,9 tỷ- 20 m2đ"
"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 48 m²," 32,29 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,, Nam, Bắc,,"1,55 tỷ- 48 m2đ"
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh", Chưa bàn giao, 45 m², 6 triệu/m², 1 phòng,2,6, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Nam, Tây Bắc,,270 triệu- 45 m2đ
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 98 m²," 13,88 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,36 tỷ- 98 m2đ"
"Đường D1, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 27,14 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"1,9 tỷ- 70 m2đ"
Đường Lê Văn Khương, Đã bàn giao, 60 m²," 26,33 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"1,58 tỷ- 60 m2đ"
"Số 01, Số 01 Đường Số 104, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 45 m²," 77,78 triệu/m²", 1 phòng, Canary,6, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,,"3,5 tỷ- 45 m2đ"
"312, Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 29,81 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"1,58 tỷ- 53 m2đ"
"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 72 m²," 17,36 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,25 tỷ- 72 m2đ"
"Đường Xa Lộ Hà Nội, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh", Chưa bàn giao, 61 m²," 41,31 triệu/m²", 3 phòng,,,, Chung cư,,, Nội thất đầy đủ,,,,"2,52 tỷ- 61 m2đ"
"307-309 Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 50 m², 18 triệu/m², 1 phòng,,, 1 phòng, Chung cư,,,,,,,900 triệu- 50 m2đ
"104, 104 Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 95 m²," 13,68 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,3 tỷ- 95 m2đ"
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh", Chưa bàn giao, 63 m²," 11,11 triệu/m²", 2 phòng, Vesta,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc,700 triệu- 63 m2đ
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 66 m²," 30,3 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,,,,,,2 tỷ- 66 m2đ
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 194 m²," 36,08 triệu/m²", 3 phòng,,, 3 phòng, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc,7 tỷ- 194 m2đ
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 75 m²," 34,4 triệu/m²", 2 phòng,2,5, 2 phòng, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,,"2,58 tỷ- 75 m2đ"
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 97.6 m²," 50,52 triệu/m²", 3 phòng, D,6, 2 phòng, Chung cư, Đã có sổ, D6.1, Nội thất cao cấp,,,,"4,9 tỷ- 97.6 m2đ"
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 83.6 m²," 45,78 triệu/m²", 3 phòng, e,3, 2 phòng, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,,"3,8 tỷ- 83.6 m2đ"
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 73.6 m²," 52,74 triệu/m²", 2 phòng, S1,20, 2 phòng, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,,"3,85 tỷ- 73.6 m2đ"
"Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 44,34 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"2,35 tỷ- 53 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 59 m²," 31,36 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"1,85 tỷ- 59 m2đ"
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 45,28 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,,,,,,"2,4 tỷ- 53 m2đ"
"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 64 m²," 26,56 triệu/m²", 2 phòng,,2, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"1,7 tỷ- 64 m2đ"
"Đường Quốc Lộ 1, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 62 m²," 3,23 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,, Đông Bắc,,,200 triệu- 62 m2đ
"Số 584, Số 584 Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 105 m²," 47,62 triệu/m²", 2 phòng,6,32, 2 phòng, Chung cư, Đang chờ sổ,4, Hoàn thiện cơ bản, Tây, Đông, Căn góc,5 tỷ- 105 m2đ
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 71 m²," 45,07 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"3,2 tỷ- 71 m2đ"
"Đường Số 1, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 63 m²," 25,71 triệu/m²", 2 phòng,,1, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,,"1,62 tỷ- 63 m2đ"
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Chưa bàn giao, 52 m²," 34,62 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,,"1,8 tỷ- 52 m2đ"
"Kinh Dương vương, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 47 m²," 25,53 triệu/m²", 1 phòng,,,," Căn hộ dịch vụ, mini", Đã có sổ,,,,, Căn góc,"1,2 tỷ- 47 m2đ"
"436, 436 Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 93 m²," 23,66 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,,,,"2,2 tỷ- 93 m2đ"
"104 Hồ Văn Tư, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 63 m²," 30,95 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"1,95 tỷ- 63 m2đ"
"Đường Số 45, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh", Đã bàn giao, 76 m²," 21,32 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"1,62 tỷ- 76 m2đ"
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 38 m²," 14,61 triệu/m²", 1 phòng,,5, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,,,555 triệu- 38 m2đ
"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 37,5 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,, Đông,,"2,55 tỷ- 68 m2đ"
"Đường Ngọc Lan, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 68 m²," 20,59 triệu/m²", 2 phòng,,, 2 phòng, Penthouse, Đang chờ sổ,,,,,,"1,4 tỷ- 68 m2đ"
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 65 m², 60 triệu/m², 2 phòng,1,25, 2 phòng, Chung cư, Đã có sổ,7, Nội thất đầy đủ,,,,"3,9 tỷ- 65 m2đ"
"Đường Nguyễn Văn Quá, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 61 m²," 25,41 triệu/m²", 2 phòng,,1, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Bắc, Đông, Căn góc,"1,55 tỷ- 61 m2đ"
"36, 36 Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 33,85 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"2,2 tỷ- 65 m2đ"
"Đường Bình Long, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 52 m²," 17,69 triệu/m²", 1 phòng,,5, 1 phòng, Chung cư, Đang chờ sổ, B,,,,,920 triệu- 52 m2đ
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh", Đã bàn giao, 62 m²," 40,32 triệu/m²", 2 phòng,,7, 2 phòng, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,,"2,5 tỷ- 62 m2đ"
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 73.6 m²," 52,74 triệu/m²", 2 phòng, S1,20, 2 phòng, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,,"3,85 tỷ- 73.6 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 85 m²," 57,65 triệu/m²", 3 phòng,1,15, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc,"4,9 tỷ- 85 m2đ"
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 57,14 triệu/m²", 1 phòng, A,7, 1 phòng, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,,4 tỷ- 70 m2đ
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 60.45 m²," 28,17 triệu/m²", 2 phòng, A3,18, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"1,69 tỷ- 60.45 m2đ"
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 72 m²," 27,64 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Bắc, Nam,,"1,99 tỷ- 72 m2đ"
"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 98 m²," 66,33 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,,,,"6,5 tỷ- 98 m2đ"
